"station","arrondissement","lat","long","dur","mm","jj","temp","precip"
"Ste-Catherine / St-Mathieu","Ville-Marie",45.4938469014278,-73.5791784524918,7.2474,8,7,24.7,1
"Monk / de Biencourt","Le Sud-Ouest",45.4586631924103,-73.5960227251053,13.0876166666667,6,5,18.9,4.3
"Hotel-de-Ville / du Mont-Royal","Le Plateau-Mont-Royal",45.5221780041457,-73.5846085846424,22.4520833333333,7,6,22.7,3.2
"Boyer / St-Zotique","Rosemont - La Petite-Patrie",45.5386622004592,-73.6058074235916,12.47355,9,3,19.8,0
"Parc St-Henri (Laporte / Guay)","Le Sud-Ouest",45.4801160762769,-73.5856077075005,4.39093333333333,10,3,16.4,0
"Montcalm / de Maisonneuve","Ville-Marie",45.5191319671162,-73.5578896521474,6.57163333333333,9,3,21.7,0
"Boyer / St-Zotique","Rosemont - La Petite-Patrie",45.5386622004592,-73.6058074235916,12.0237833333333,7,5,25.3,0
"Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4818439915067,-73.6303972452879,15.0718333333333,8,1,18.4,4
"St-Dominique / Napoléon","Le Plateau-Mont-Royal",45.5166644221988,-73.5772204399109,18.7081333333333,5,2,17.7,0.3
"de l'Esplanade / Beaubien","Rosemont - La Petite-Patrie",45.5283998385823,-73.6119228601456,18.8525666666667,10,4,14.8,0.2
"Aylmer / Ste-Catherine","Ville-Marie",45.5043467868509,-73.568948507309,29.12425,8,4,16.9,0.6
"Bishop / René-Lévesque","Ville-Marie",45.4953679550706,-73.5740125179291,6.00585,9,2,17.9,0.5
"Murray / Wellington","Le Sud-Ouest",45.4922524772407,-73.558506667614,12.7831333333333,8,5,27.4,0
"de Lanaudière / du Mont-Royal","Le Plateau-Mont-Royal",45.5300880233173,-73.5768820847443,11.4854166666667,10,5,10.3,3.9
"St-Urbain / de la Gauchetière","Ville-Marie",45.5070781281147,-73.561395406723,43.3641833333333,10,1,17.3,2.2
"Clark / St-Viateur","Le Plateau-Mont-Royal",45.5251943015533,-73.5993563756347,12.4745333333333,7,2,21.8,0.7
"de Brébeuf / du Mont-Royal","Le Plateau-Mont-Royal",45.5292235552447,-73.5778491497695,8.26408333333333,8,7,23.5,0.4
"Marie-Anne / de la Roche","Le Plateau-Mont-Royal",45.5275505076019,-73.5762870311737,9.03098333333333,7,5,21.7,0
"Mozart / St-Laurent","Rosemont - La Petite-Patrie",45.5332862470923,-73.6154638230937,13.5426166666667,9,7,16.9,0.2
"St-Dominique / Laurier","Le Plateau-Mont-Royal",45.5236149031145,-73.5924573987722,1.43773333333333,10,4,14.8,0.2
"Gilford / St-Denis","Le Plateau-Mont-Royal",45.5249761296063,-73.5855889320374,3.36055,8,6,21.4,0
"Villeneuve / St-Dominique","Le Plateau-Mont-Royal",45.5222726645267,-73.5887013189858,1.8022,10,2,17,0
"Drolet / Jarry","Villeray—Saint-Michel—Parc-Extension",45.5419546323658,-73.6299419403076,6.73881666666667,9,3,21.7,0
"Marché Jean-Talon (Henri-Julien / Jean-Talon)","Rosemont - La Petite-Patrie",45.5367852512844,-73.6148879583925,6.12871666666667,5,5,12.4,1.6
"Bishop / René-Lévesque","Ville-Marie",45.4953679550706,-73.5740125179291,29.3484333333333,6,7,15.8,0.6
"4e avenue / de Verdun","Verdun",45.4568616293835,-73.5721234139237,6.9928,6,3,24.7,0.5
"Dollard / Bernard","Outremont",45.5167826988072,-73.6114226281643,10.7327333333333,7,3,24.8,0
"Hutchison / Van Horne","Le Plateau-Mont-Royal",45.5249761296063,-73.6106622219086,3.60285,6,4,15,1.6
"Métro Vendôme (de Marlowe / de Maisonneuve)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4739302823515,-73.6047345399856,26.0075166666667,10,3,16.9,2.2
"Laurier / de Bordeaux","Le Plateau-Mont-Royal",45.5372512837128,-73.5791838169098,6.71021666666667,9,3,21.7,0
"Métro Jean-Talon (Berri / Jean-Talon)","Villeray—Saint-Michel—Parc-Extension",45.5390003643266,-73.6142510175705,14.1291333333333,8,3,19.2,0
"du Parc-La Fontaine / Roy","Le Plateau-Mont-Royal",45.5232203879173,-73.5691609382957,9.01583333333333,5,6,20.5,0.4
"Drummond / des-Canadiens-de-Montréal","Ville-Marie",45.4967606775214,-73.5702763560084,4.65268333333333,8,4,16.9,0.6
"St-Dominique / de Bellechasse","Rosemont - La Petite-Patrie",45.5295246656531,-73.604888767004,8.49631666666667,9,6,15.9,16.4
"Sherbrooke / Jeanne-d'Arc","Rosemont - La Petite-Patrie",45.5539815605889,-73.554963881561,3.80613333333333,7,5,25.3,0
"de la Roche / Bélanger","Rosemont - La Petite-Patrie",45.5416695957663,-73.6076045036316,46.5329333333333,7,5,25.3,0
"de l'Esplanade / du Mont-Royal","Le Plateau-Mont-Royal",45.5182529085522,-73.5883381962776,5.39886666666667,8,5,24.5,0
"Berri / Cherrier","Le Plateau-Mont-Royal",45.5192661569113,-73.5692971944809,15.1639333333333,8,7,23.5,0.4
"de l'Hotel-de-Ville / Ontario","Ville-Marie",45.5137452022244,-73.5666632652283,5.47206666666667,8,4,26.8,0
"BAnQ (Berri)","Ville-Marie",45.5160138767067,-73.5629195719957,10.9815166666667,10,4,14.8,0.2
"Mozart / St-Laurent","Rosemont - La Petite-Patrie",45.5332862470923,-73.6154638230937,6.06045,10,4,14.8,0.2
"de l'Esplanade / du Mont-Royal","Le Plateau-Mont-Royal",45.5182529085522,-73.5883381962776,30.746,10,2,7,1.8
"Métro Vendôme (de Marlowe / de Maisonneuve)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4739302823515,-73.6047345399856,10.7821166666667,5,2,17.7,0.3
"Richardson / Montmorency","Le Sud-Ouest",45.4849660611648,-73.5603225231171,6.55223333333333,9,4,20.1,0
"Prince-Arthur / du Parc","Le Plateau-Mont-Royal",45.5104446575336,-73.5755842924118,16.7778166666667,9,7,18.1,0.2
"Aylmer / Ste-Catherine","Ville-Marie",45.5043467868509,-73.568948507309,20.3801666666667,6,2,15,0
"Cartier / St-Joseph","Le Plateau-Mont-Royal",45.5358282368643,-73.578690290451,15.2676666666667,8,1,17.4,20.4
"Cathcart / McGill College","Ville-Marie",45.5011876814898,-73.570454878145,3.46535,7,6,23.1,1.9
"Métro de l'Église (Ross / de l'Église)","Verdun",45.4628312022419,-73.5659377276897,10.3731666666667,9,5,20.4,0
"Laurier / de Bordeaux","Le Plateau-Mont-Royal",45.5372512837128,-73.5791838169098,10.3850333333333,5,4,11.1,0.9
"Bercy / Rachel","Le Plateau-Mont-Royal",45.5384034097925,-73.5619640350342,22.1108833333333,9,1,22.4,0
"Desjardins / Ontario","Mercier - Hochelaga-Maisonneuve",45.5511841787224,-73.5408711433411,3.84385,5,1,15.3,0
"Peel / Ottawa","Le Sud-Ouest",45.4941995535705,-73.5599845647812,4.84588333333333,5,3,11.7,5.7
"Clark / Prince-Arthur","Le Plateau-Mont-Royal",45.5133425123071,-73.57301607728,15.8413333333333,7,6,22.7,3.2
"Bloomfield / Bernard","Outremont",45.5203381937083,-73.6077547073364,21.66775,7,1,24.3,0
"Marie-Anne / Papineau","Le Plateau-Mont-Royal",45.5317669714818,-73.5724139213562,3.52111666666667,9,7,10.5,0
"Clark / Prince-Arthur","Le Plateau-Mont-Royal",45.5133425123071,-73.57301607728,13.6303,6,4,15,1.6
"Hochelaga / de l'Assomption","Mercier - Hochelaga-Maisonneuve",45.5668830910952,-73.5394381731749,13.6253666666667,9,6,21.5,0
"de Gaspé / Fairmount","Le Plateau-Mont-Royal",45.5255781593942,-73.592855706811,15.7239666666667,6,2,15,0
"Square St-Louis (du Square St-Louis / Laval)","Le Plateau-Mont-Royal",45.5160908019707,-73.5701286792755,29.04885,8,2,22,0
"Marché Jean-Talon (Henri-Julien / Jean-Talon)","Rosemont - La Petite-Patrie",45.5367852512844,-73.6148879583925,4.6615,9,6,21.5,0
"Parc Hilda-Ramacière (de Bullion / Prince-Arthur)","Le Plateau-Mont-Royal",45.5156213198234,-73.5721296072006,6.83448333333333,7,6,25,0
"Maguire / St-Laurent","Le Plateau-Mont-Royal",45.5246284855926,-73.5958108305931,16.0198,10,2,16.4,3.1
"Square St-Louis (du Square St-Louis / Laval)","Le Plateau-Mont-Royal",45.5160908019707,-73.5701286792755,30.3189333333333,7,7,19.5,0
"Métro Vendôme (de Marlowe / de Maisonneuve)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4739302823515,-73.6047345399856,35.9905833333333,6,3,16.7,0
"Boyer / Beaubien","Rosemont - La Petite-Patrie",45.537041,-73.602026,17.9314833333333,6,6,19.5,6.7
"de l'Hôtel-de-Ville / Villeneuve","Le Plateau-Mont-Royal",45.5234808276069,-73.5873275623817,7.89878333333333,5,5,20.3,0.6
"de Bordeaux / Jean-Talon","Villeray—Saint-Michel—Parc-Extension",45.5497547929864,-73.6055660247803,11.7396833333333,7,1,24.3,0
"Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",45.52479,-73.56545,24.1262666666667,8,7,21.5,1.2
"Everett / Garnier","Villeray—Saint-Michel—Parc-Extension",45.5475815310964,-73.6122085154057,1.48241666666667,6,4,21.5,20.2
"de la Côte-Ste-Catherine / Decelles","Côte-des-Neiges - Notre-Dame-de-Grâce",45.5009410158851,-73.6256369948387,3.6854,7,6,22.2,0
"Clark / St-Viateur","Le Plateau-Mont-Royal",45.5251943015533,-73.5993563756347,18.0867,7,6,22.2,0
"Laurier / de Bordeaux","Le Plateau-Mont-Royal",45.5372512837128,-73.5791838169098,15.90945,9,1,22.4,0
"Mackay / de Maisonneuve","Ville-Marie",45.496840189747,-73.5792407642475,13.4552166666667,7,2,24.8,0.5
"Ste-Catherine / St-Mathieu","Ville-Marie",45.4938469014278,-73.5791784524918,6.83183333333333,10,3,16.9,2.2
"Clark / Prince-Arthur","Le Plateau-Mont-Royal",45.5133425123071,-73.57301607728,8.1675,6,4,21.5,20.2
"Aylmer / Ste-Catherine","Ville-Marie",45.5043467868509,-73.568948507309,8.114,6,2,23.3,1.3
"Boyer / du Mont-Royal","Le Plateau-Mont-Royal",45.5274321263806,-73.5799167305231,7.18106666666667,6,5,18.9,4.3
"Waverly / St-Viateur","Le Plateau-Mont-Royal",45.5238561444472,-73.6001265048981,31.3946666666667,7,5,23.2,0
"Bishop / René-Lévesque","Ville-Marie",45.4953679550706,-73.5740125179291,3.62808333333333,6,3,24.7,0.5
"St-Hubert / Duluth","Le Plateau-Mont-Royal",45.5224256527886,-73.574184179306,6.5874,8,6,20,9.5
"Marquette / Laurier","Le Plateau-Mont-Royal",45.53543,-73.5822,4.54081666666667,7,1,20.9,0.4
"St-Hubert / René-Levesque","Ville-Marie",45.5144819716506,-73.5568732023239,28.4079166666667,10,5,12.3,1.3
"Laval / Duluth","Le Plateau-Mont-Royal",45.5191926178386,-73.5771592613492,12.8325666666667,9,1,15.3,8.6
"St-Alexandre / Ste-Catherine","Ville-Marie",45.5052735403446,-73.5674786567688,12.4044833333333,5,5,14.4,0
"Mackay / de Maisonneuve","Ville-Marie",45.496840189747,-73.5792407642475,2.10476666666667,8,1,17.4,20.4
"de Brébeuf / du Mont-Royal","Le Plateau-Mont-Royal",45.5292235552447,-73.5778491497695,20.0701666666667,5,5,17.4,0.9
"Place du Commerce","Verdun",45.46714,-73.54259,17.5807833333333,5,4,18.9,0.2
"Richmond / des Bassins","Le Sud-Ouest",45.4875215851135,-73.5650029778481,13.7049166666667,7,7,23.5,0.5
"CHSLD St-Michel (8e avenue / Jarry)","Villeray—Saint-Michel—Parc-Extension",45.5616903,-73.610512,5.11496666666667,6,2,15,0
"Berri / Cherrier","Le Plateau-Mont-Royal",45.5192661569113,-73.5692971944809,5.4736,9,6,16.4,0
"de l'Esplanade / Villeneuve","Le Plateau-Mont-Royal",45.5194318421386,-73.5909595385965,19.4424666666667,8,2,23.9,6.3
"Clark / Laurier","Le Plateau-Mont-Royal",45.5225837922613,-73.593613272551,4.02711666666667,5,7,18.3,0.5
"Bishop / Ste-Catherine","Ville-Marie",45.496597761984,-73.5765028497917,7.6372,9,1,15.7,0
"Villeneuve / du Parc","Le Plateau-Mont-Royal",45.5181976235214,-73.5923923552036,6.50691666666667,9,1,13.7,0.2
"Clark / Rachel","Le Plateau-Mont-Royal",45.5175374492075,-73.5824152455461,12.2097666666667,6,6,14.8,0.3
"de Gaspé / Dante","Rosemont - La Petite-Patrie",45.5342978253927,-73.612172305584,18.5544,8,2,18.6,0.3
"Elgar / de l'Île-des-Sœurs","Verdun",45.4568231875367,-73.546804189682,19.56955,7,4,20.1,0.5
"de Gaspé / Fairmount","Le Plateau-Mont-Royal",45.5255781593942,-73.592855706811,9.37833333333333,6,5,15.7,0
"Marché Jean-Talon (Henri-Julien / Jean-Talon)","Rosemont - La Petite-Patrie",45.5367852512844,-73.6148879583925,5.65576666666667,10,4,6.7,3.6
"Montcalm / de Maisonneuve","Ville-Marie",45.5191319671162,-73.5578896521474,5.08865,6,1,23.7,0.3
"Coloniale / Duluth","Le Plateau-Mont-Royal",45.5178687315083,-73.5784274339676,5.11966666666667,8,2,18.6,0.3
"André-Laurendeau / Rachel","Rosemont - La Petite-Patrie",45.5430318724388,-73.5625648498535,6.04405,6,4,27.2,1.3
"Gilford / de Brébeuf","Le Plateau-Mont-Royal",45.5308702477731,-73.581557571888,2.12965,7,2,24.8,0.5
"de Gaspé / de Liège","Villeray—Saint-Michel—Parc-Extension",45.542485212372,-73.6363416910172,1.84346666666667,8,3,24,0
"Letourneux / Ste-Catherine","Mercier - Hochelaga-Maisonneuve",45.550783578897,-73.5340999603795,23.26125,9,3,21.7,0
"Jeanne-Mance / Laurier","Le Plateau-Mont-Royal",45.5202763332061,-73.5949762166638,7.78955,8,6,27.4,0
"Jacques-Le Ber / de la Pointe Nord","Verdun",45.4725990030447,-73.5398056358099,17.655,9,3,14.5,10.4
"Guy / Sainte-Catherine","Ville-Marie",45.4949751285313,-73.5777704324846,13.69245,9,6,19.5,0
"Bloomfield / Bernard","Outremont",45.5203381937083,-73.6077547073364,20.8326833333333,8,6,24.3,0.6
"de Bleury / de Maisonneuve","Ville-Marie",45.5071063243396,-73.5686105489731,13.1843333333333,8,6,21.4,0
"La Tour de Montréal (Pierre-de-Coubertin / Bennett)","Mercier - Hochelaga-Maisonneuve",45.559705268059,-73.5515543818474,17.1764833333333,9,6,19.5,0
"BAnQ (Berri)","Ville-Marie",45.5160138767067,-73.5629195719957,2.33708333333333,6,6,21,0
"Atwater / Greene","Le Sud-Ouest",45.480495143306,-73.5778266191483,33.1444,6,5,21.5,0
"Métro Angrignon (Lamont / des Trinitaires)","Le Sud-Ouest",45.4465045019204,-73.6025619506836,7.95273333333333,7,2,24.8,0.5
"29e avenue / St-Zotique","Rosemont - La Petite-Patrie",45.5677656517291,-73.5796880722046,53.8671666666667,5,1,16.4,1.9
"St-Dominique / Napoléon","Le Plateau-Mont-Royal",45.5166644221988,-73.5772204399109,3.63508333333333,10,7,2.7,0
"Richmond / des Bassins","Le Sud-Ouest",45.4875215851135,-73.5650029778481,14.5613333333333,7,3,23.3,3.5
"St-Denis / Ste-Catherine","Ville-Marie",45.5137229122146,-73.5603104531765,26.14945,9,4,21.6,0
"Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",45.52479,-73.56545,15.46855,10,5,17.1,0
"Letourneux / Hochelaga","Mercier - Hochelaga-Maisonneuve",45.5546588807509,-73.5466030240059,2.85455,9,1,17.8,0.2
"Cartier / Rosemont","Rosemont - La Petite-Patrie",45.541247223706,-73.5910445451736,16.8220333333333,8,2,23.9,6.3
"de Chambly / Rachel","Rosemont - La Petite-Patrie",45.549910693591,-73.5582625865936,8.81213333333333,5,2,21.8,4
"Marquette / du Mont-Royal","Le Plateau-Mont-Royal",45.5322179114747,-73.575431406498,4.95698333333333,9,3,18.1,0
"Clark / Prince-Arthur","Le Plateau-Mont-Royal",45.5133425123071,-73.57301607728,12.3235166666667,9,4,21.6,0
"Guy / Sainte-Catherine","Ville-Marie",45.4949751285313,-73.5777704324846,7.9147,5,5,20.3,0.6
"Durocher / Beaumont","Villeray—Saint-Michel—Parc-Extension",45.5279977233007,-73.619199693203,7.31356666666667,10,7,13.1,1.4
"Berri / Cherrier","Le Plateau-Mont-Royal",45.5192661569113,-73.5692971944809,8.5218,6,4,27.2,1.3
"BAnQ (Berri)","Ville-Marie",45.5160138767067,-73.5629195719957,5.24786666666667,8,5,19.2,0
"Drolet / St-Zotique","Rosemont - La Petite-Patrie",45.5348821414782,-73.6094123125076,9.35106666666667,7,5,21.7,0
"Métro Charlevoix (Charlevoix / Centre)","Le Sud-Ouest",45.4784006436677,-73.5691775195664,3.263,8,5,27.4,0
"Marquette / du Mont-Royal","Le Plateau-Mont-Royal",45.5322179114747,-73.575431406498,3.83878333333333,10,3,16.4,0
"Cité des Arts du Cirque (Paul Boutet / des Regrattiers)","Villeray—Saint-Michel—Parc-Extension",45.5598423612047,-73.6154472827911,9.43611666666667,7,4,20.2,2.8
"du Rosaire / St-Hubert","Villeray—Saint-Michel—Parc-Extension",45.5448192822535,-73.6215104162693,12.4509333333333,8,6,27.4,0
"Berri / Cherrier","Le Plateau-Mont-Royal",45.5192661569113,-73.5692971944809,6.20488333333333,10,2,16.4,3.1
"Bourbonnière / du Mont-Royal","Rosemont - La Petite-Patrie",45.5535845633909,-73.5605290532112,21.2095,7,7,23.5,0.5
"Drummond / des-Canadiens-de-Montréal","Ville-Marie",45.4967606775214,-73.5702763560084,5.5605,5,6,14.5,0.6
"Henri-Julien / de Castelnau","Villeray—Saint-Michel—Parc-Extension",45.5378911087848,-73.6182153224945,7.25863333333333,8,2,15.5,1.7
"Berri / Laurier","Le Plateau-Mont-Royal",45.5280999552767,-73.5884387162514,2.7403,10,2,16.4,3.1
"Bloomfied / Elmwood","Outremont",45.5182558841919,-73.6032056808472,16.1092333333333,6,1,23.4,0.4
"St-Zotique / Clark","Rosemont - La Petite-Patrie",45.531437600982,-73.6127007007599,8.9031,6,6,19.5,6.7
"Lionel-Groulx / Georges-Vanier","Le Sud-Ouest",45.4863282812742,-73.5735726356506,7.31656666666667,5,1,22.1,0.2
"Fullum / Ontario","Ville-Marie",45.5303174,-73.5548669,15.9991333333333,8,4,16.8,0
"Monk / de Biencourt","Le Sud-Ouest",45.4586631924103,-73.5960227251053,8.078,7,6,22.7,3.2
"5e avenue / Masson","Rosemont - La Petite-Patrie",45.5475238290968,-73.5751363635063,3.15238333333333,5,7,18.3,0.5
"Bercy / Rachel","Le Plateau-Mont-Royal",45.5384034097925,-73.5619640350342,6.42008333333333,9,6,21.5,0
"Métro Côte-Ste-Catherine (Beaucourt / de la Côte-Ste-Catherine)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.491513,-73.633649,21.4429166666667,9,6,15.9,16.4
"de l'Esplanade / Beaubien","Rosemont - La Petite-Patrie",45.5283998385823,-73.6119228601456,4.8716,9,7,18.1,0.2
"Bélanger / St-Denis","Rosemont - La Petite-Patrie",45.53696,-73.61199,1.46008333333333,5,4,14.5,0.7
"Métro Vendôme (de Marlowe / de Maisonneuve)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4739302823515,-73.6047345399856,8.3586,9,2,23.1,0
"de Gaspé / Dante","Rosemont - La Petite-Patrie",45.5342978253927,-73.612172305584,12.9564833333333,7,1,25.3,0
"Fullum / Ste-Catherine","Ville-Marie",45.5271378164313,-73.548044443196,8.47515,8,1,18.4,4
"St-Dominique / Bernard","Le Plateau-Mont-Royal",45.5279333201525,-73.6012225133891,12.5290666666667,9,4,21.6,0
"Milton / du Parc","Le Plateau-Mont-Royal",45.5093614283513,-73.5738636553288,5.08668333333333,6,6,21,0
"Maguire / St-Laurent","Le Plateau-Mont-Royal",45.5246284855926,-73.5958108305931,12.3103333333333,9,1,22.4,0
"5e avenue / Masson","Rosemont - La Petite-Patrie",45.5475238290968,-73.5751363635063,9.84121666666667,7,2,25.9,0
"Harvard / de Monkland","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4745651850299,-73.6240357160568,10.7214666666667,7,4,20.7,0
"Villeneuve / du Parc","Le Plateau-Mont-Royal",45.5181976235214,-73.5923923552036,9.65015,5,7,12.1,11.5
"Boyer / du Mont-Royal","Le Plateau-Mont-Royal",45.5274321263806,-73.5799167305231,17.8997333333333,8,4,16.9,0.6
"Collège de Rosemont (Beaubien / 15e avenue)","Rosemont - La Petite-Patrie",45.5577499083824,-73.5838012397289,6.37643333333333,10,6,9.9,2.9
"Waverly / Bernard","Le Plateau-Mont-Royal",45.525624432974,-73.6041337251663,20.91605,10,7,7.5,2.6
"Ste-Famille / des Pins","Le Plateau-Mont-Royal",45.5128561793357,-73.5769280791283,5.25543333333333,10,3,16.9,2.2
"Lincoln / du Fort","Ville-Marie",45.4930651186314,-73.5838267207146,10.70905,7,4,25.4,0
"Jeanne-Mance / Laurier","Le Plateau-Mont-Royal",45.5202763332061,-73.5949762166638,13.6095,10,3,9.7,2.1
"Durocher / Sherbrooke","Le Plateau-Mont-Royal",45.5070882905057,-73.5722798109055,4.62793333333333,9,2,15.7,0
"Prince-Arthur / du Parc","Le Plateau-Mont-Royal",45.5104446575336,-73.5755842924118,4.60418333333333,9,4,21.6,0
"Laval / Duluth","Le Plateau-Mont-Royal",45.5191926178386,-73.5771592613492,6.13655,8,7,21.5,1.2
"Montcalm / de Maisonneuve","Ville-Marie",45.5191319671162,-73.5578896521474,13.5816166666667,6,4,21.5,20.2
"de Bordeaux / Masson","Le Plateau-Mont-Royal",45.538984395523,-73.5824453830719,13.7109,5,1,21.8,22.9
"Marie-Anne / de la Roche","Le Plateau-Mont-Royal",45.5275505076019,-73.5762870311737,10.11195,8,5,27.4,0
"Milton / Durocher","Le Plateau-Mont-Royal",45.5081409594177,-73.5749298334122,7.65603333333333,9,2,13.7,0
"St-Dominique / Laurier","Le Plateau-Mont-Royal",45.5236149031145,-73.5924573987722,15.8449333333333,8,2,18.6,0.3
"Dubois / Eadie","Le Sud-Ouest",45.4576082071846,-73.5905101150274,11.4492166666667,8,7,21.5,1.2
"Ann / Wellington","Le Sud-Ouest",45.4945203875443,-73.5567659139633,44.1956666666667,5,1,21.8,22.9
"Berri / Cherrier","Le Plateau-Mont-Royal",45.5192661569113,-73.5692971944809,7.58905,7,7,25,0
"Henri-Julien / de Castelnau","Villeray—Saint-Michel—Parc-Extension",45.5378911087848,-73.6182153224945,7.81473333333333,7,7,23.5,0.5
"Ste-Catherine / St-Mathieu","Ville-Marie",45.4938469014278,-73.5791784524918,11.2190833333333,6,4,20.2,4.3
"de la Roche / Bélanger","Rosemont - La Petite-Patrie",45.5415913568121,-73.6075795348916,52.1202166666667,7,3,24.8,0
"Waverly / St-Viateur","Le Plateau-Mont-Royal",45.5238561444472,-73.6001265048981,10.8914166666667,7,3,22.8,77
"Desjardins / Ontario","Mercier - Hochelaga-Maisonneuve",45.5511841787224,-73.5408711433411,4.52931666666667,9,7,10.5,0
"du Rosaire / St-Hubert","Villeray—Saint-Michel—Parc-Extension",45.5448192822535,-73.6215104162693,32.9823666666667,7,1,20.4,0
"BAnQ (Berri)","Ville-Marie",45.5160138767067,-73.5629195719957,19.5714,7,2,24.8,0.5
"Métro Vendôme (de Marlowe / de Maisonneuve)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4739302823515,-73.6047345399856,7.07213333333333,8,5,27.4,0
"du Parc-La Fontaine / Roy","Le Plateau-Mont-Royal",45.5232203879173,-73.5691609382957,5.927,8,4,16.9,0.6
"Casgrain / Maguire","Le Plateau-Mont-Royal",45.5262176474985,-73.5957657695144,8.90485,10,4,7.5,0
"Parc St-Patrick (St-Patrick / St-Columban)","Le Sud-Ouest",45.4887078515095,-73.5589931719369,12.9416166666667,7,4,20.7,0
"Henri-Julien / du Carmel","Le Plateau-Mont-Royal",45.5279509378701,-73.5950232669711,1.87738333333333,7,1,20.4,0
"La Tour de Montréal (Pierre-de-Coubertin / Bennett)","Mercier - Hochelaga-Maisonneuve",45.559705268059,-73.5515543818474,15.6197333333333,8,7,21.5,1.2
"Bélanger / St-Denis","Rosemont - La Petite-Patrie",45.53696,-73.61199,41.9483833333333,7,7,25,0
"Boyer / Beaubien","Rosemont - La Petite-Patrie",45.537041,-73.602026,8.14851666666667,5,2,21.8,4
"de Bordeaux / Sherbrooke","Ville-Marie",45.5299143217374,-73.5630261898041,11.9105333333333,6,2,22.4,0.2
"LaSalle / Godin","Verdun",45.4469344848464,-73.572199344635,16.6873333333333,9,2,17.9,0.5
"Square St-Louis (du Square St-Louis / Laval)","Le Plateau-Mont-Royal",45.5160908019707,-73.5701286792755,5.42126666666667,10,7,13.1,1.4
"Métro Angrignon (Lamont / des Trinitaires)","Le Sud-Ouest",45.4465045019204,-73.6025619506836,15.9620666666667,6,2,26.7,0
"de Bellechasse / de St-Vallier","Rosemont - La Petite-Patrie",45.533410433633,-73.6011242866516,12.4032,10,2,16.4,3.1
"Milton / du Parc","Le Plateau-Mont-Royal",45.5093614283513,-73.5738636553288,1.85955,9,7,16.9,0.2
"de Bordeaux / Rachel","Le Plateau-Mont-Royal",45.5320753229761,-73.5676998398048,11.6143666666667,9,7,21.7,0
"Richmond / des Bassins","Le Sud-Ouest",45.4875215851135,-73.5650029778481,10.6726666666667,6,1,23.4,0.4
"Marquette / du Mont-Royal","Le Plateau-Mont-Royal",45.5322179114747,-73.575431406498,2.0529,6,7,16.3,6
"Gilford / Papineau","Le Plateau-Mont-Royal",45.5343936461316,-73.5782369971275,20.28895,9,7,16.9,0.2
"Marché Jean-Talon (Henri-Julien / Jean-Talon)","Rosemont - La Petite-Patrie",45.5367852512844,-73.6148879583925,19.3549333333333,5,4,11,4.3
"Parc Lalancette (de Rouen / Valois)","Mercier - Hochelaga-Maisonneuve",45.5481450470022,-73.5471260547638,9.89571666666667,8,4,26.8,0
"de Gaspé / de Liège","Villeray—Saint-Michel—Parc-Extension",45.542485212372,-73.6363416910172,24.5032666666667,6,5,18.4,0.4
"Préfontaine / Marcel-Pépin","Rosemont - La Petite-Patrie",45.5436538004051,-73.5594206303358,14.1468166666667,7,5,21,0
"Métro de la Savane (Décarie / de Sorel)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.5002517589439,-73.6617105603545,2.19423333333333,7,3,25.3,9
"Augustin-Cantin / Shearer","Le Sud-Ouest",45.4839016954336,-73.5636323690414,11.5107,10,3,16.9,2.2
"de l'Hôtel-de-Ville / Villeneuve","Le Plateau-Mont-Royal",45.5234808276069,-73.5873275623817,11.5877,6,1,23.7,0.3
"de Grosbois / Duchesneau","Mercier - Hochelaga-Maisonneuve",45.6112307415505,-73.5312415660519,4.73641666666667,9,5,20.1,0
"Métro Préfontaine (Préfontaine / Hochelaga)","Mercier - Hochelaga-Maisonneuve",45.5422466339757,-73.5546147823334,4.64688333333333,6,2,23.3,1.3
"Laval / Duluth","Le Plateau-Mont-Royal",45.5191926178386,-73.5771592613492,5.9721,5,6,20.5,0.4
"5e avenue / Masson","Rosemont - La Petite-Patrie",45.5475238290968,-73.5751363635063,11.9247166666667,5,3,16.7,2.3
"du President-Kennedy / Union","Ville-Marie",45.5051022424836,-73.5718788206577,15.32045,5,4,18.9,0.2
"Drolet / Marie-Anne","Le Plateau-Mont-Royal",45.5224025734141,-73.5811766982079,2.48266666666667,6,4,27.2,1.3
"Bibliothèque de Verdun (Brown / Bannantyne)","Verdun",45.4487884154916,-73.5776731000078,3.77766666666667,7,7,23.5,0.5
"Henri-Julien / du Carmel","Le Plateau-Mont-Royal",45.5279509378701,-73.5950232669711,5.50298333333333,7,5,21.7,0
"Bibliothèque de Verdun (Brown / Bannantyne)","Verdun",45.4487884154916,-73.5776731000078,2.8464,7,2,25.9,0
